x,y,maxoutput
50,45,64.49005705
17,9,49.84931475
28,44,59.68436389
15,4,61.34791216
3,35,64.6667857
13,33,57.5929688
47,30,61.0137363
36,32,52.84858044
17,44,63.56837786
26,18,39.8339645
25,5,37.73044496
21,48,41.48920914
20,32,54.8377261
37,12,38.33821095
28,46,49.44122897
32,41,63.7118043
12,50,56.40032746
18,18,38.48596722
14,48,64.79397046
8,8,49.40039856
44,6,48.76400191
32,8,56.03098521
1,1,52.204709
23,10,39.91374306
32,38,56.32473588
48,3,63.8665196
24,26,38.69040639
2,18,62.12319013
45,30,58.83768219
14,21,36.40331775
14,40,39.38884807
3,25,38.40802103
5,3,54.13000914
5,35,44.58706876
25,37,48.28655559
41,34,55.9303441
24,19,64.44382811
0,26,43.44180597
40,29,63.05172666
10,25,46.87020086
43,11,40.55434782
31,15,64.4517609
49,7,58.44840778
12,41,41.16116018
26,31,62.88141752
49,39,43.1260208
9,4,54.0265882
33,28,57.01992312
1,29,39.81936486
16,50,39.51931013
14,4,64.74853094
38,47,35.5552718
48,26,36.88169378
4,44,42.61411328
27,5,36.7394839
3,18,57.36334288
27,18,44.4066236
48,41,61.3949773
4,38,39.14559958
40,32,55.38231616
21,37,47.33240149
50,29,53.17296019
1,9,45.04775519
18,44,40.87885768
17,21,59.05896036
18,6,64.1795134
1,43,47.39904077
13,35,44.09168174
16,29,60.91065902
50,12,49.04859791
11,9,45.54974087
47,35,43.94928406
12,10,61.57329114
33,47,59.37576043
28,5,59.78619507
12,38,38.40462319
34,1,37.82715244
4,16,47.83949256
21,29,49.50781665
14,11,47.63820126
10,27,51.50674585
9,26,48.83351279
24,29,54.907644
40,31,57.12008594
1,5,54.51204967
27,6,38.4723184
7,29,52.8837846
25,16,63.73606908
2,19,52.89669021
26,48,49.9985406
31,19,40.60892953
17,15,52.23919855
37,37,50.75214489
20,2,39.31626881
6,42,40.7044132
3,4,36.90684143
37,3,38.76288176
11,15,36.67499817
29,31,50.35807729
8,42,49.57599547
18,6,64.1795134
21,37,47.33240149
11,34,38.62374353
1,29,39.81936486
16,50,39.51931013
41,12,55.90292767
18,18,38.48596722
16,47,62.28650955
8,8,49.40039856
0,38,41.12708974
33,28,57.01992312
50,18,36.13312321
7,29,52.8837846
1,1,52.204709
14,40,39.38884807
23,34,41.88875758
18,44,40.87885768
45,30,58.83768219
5,3,54.13000914
17,35,43.25342339
25,16,63.73606908
47,35,43.94928406
33,5,56.91378259
27,5,36.7394839
32,8,56.03098521
47,19,40.4929237
40,32,55.38231616
45,12,64.50983467
1,5,54.51204967
33,32,35.44113109
21,29,49.50781665
50,31,50.56612579
1,12,57.39706274
9,26,48.83351279
31,13,45.8934274
13,35,44.09168174
14,21,36.40331775
6,9,61.5437326
28,5,59.78619507
49,7,58.44840778
44,18,63.12038188
37,12,38.33821095
11,15,36.67499817
14,11,47.63820126
15,4,61.34791216
33,47,59.37576043
4,38,39.14559958
